language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,linked_fwd,dataset_10000.txt,10000,0,152625,994625,682834,12291,50,49509981
cpp,linked_fwd,dataset_10000.txt,10000,1,152583,1000625,687542,12375,50,49509981
cpp,linked_fwd,dataset_10000.txt,10000,2,153083,954291,616833,11417,50,49509981
cpp,linked_fwd,dataset_10000.txt,10000,3,143750,946167,640208,11708,50,49509981
cpp,linked_fwd,dataset_10000.txt,10000,4,151292,971458,620667,11458,50,49509981
cpp,linked_fwd,dataset_10000.txt,10000,5,143583,952167,614875,11541,50,49509981
cpp,linked_fwd,dataset_10000.txt,10000,6,143667,940833,593875,11333,50,49509981
cpp,linked_fwd,dataset_10000.txt,10000,7,138292,918958,590209,10834,50,49509981
cpp,linked_fwd,dataset_10000.txt,10000,8,137125,897041,584917,11167,50,49509981
cpp,linked_fwd,dataset_10000.txt,10000,9,136542,926500,584041,10375,50,49509981
