language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,linked_fwd,dataset_5000.txt,5000,0,99583,280583,237625,7709,25,12368708
cpp,linked_fwd,dataset_5000.txt,5000,1,99458,290167,238125,7750,25,12368708
cpp,linked_fwd,dataset_5000.txt,5000,2,100000,283000,240708,7625,25,12368708
cpp,linked_fwd,dataset_5000.txt,5000,3,102833,266375,239833,6875,25,12368708
cpp,linked_fwd,dataset_5000.txt,5000,4,89167,252458,211917,6750,25,12368708
cpp,linked_fwd,dataset_5000.txt,5000,5,89000,239959,244875,7000,25,12368708
cpp,linked_fwd,dataset_5000.txt,5000,6,89791,271667,226416,6833,25,12368708
cpp,linked_fwd,dataset_5000.txt,5000,7,88709,238833,211583,6708,25,12368708
cpp,linked_fwd,dataset_5000.txt,5000,8,88583,258833,211625,7000,25,12368708
cpp,linked_fwd,dataset_5000.txt,5000,9,88625,266417,211750,6792,25,12368708
