language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
python,hash,dataset_10000.txt,10000,0,151292,4167,4041,41000,50,49520689
python,hash,dataset_10000.txt,10000,1,139458,3917,3792,41125,50,49520689
python,hash,dataset_10000.txt,10000,2,138375,3667,3667,42000,50,49520689
python,hash,dataset_10000.txt,10000,3,137542,3667,3792,41541,50,49520689
python,hash,dataset_10000.txt,10000,4,141083,4000,3750,41791,50,49520689
python,hash,dataset_10000.txt,10000,5,138708,3834,3708,41833,50,49520689
python,hash,dataset_10000.txt,10000,6,137583,3791,3750,40666,50,49520689
python,hash,dataset_10000.txt,10000,7,138667,3834,3708,41750,50,49520689
python,hash,dataset_10000.txt,10000,8,138500,3750,3709,41250,50,49520689
python,hash,dataset_10000.txt,10000,9,138958,3708,3709,41458,50,49520689
