language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
java,linked,dataset_1000.txt,1000,0,37500,151584,93209,41625,5,494224
java,linked,dataset_1000.txt,1000,1,39959,159875,98792,44833,5,494224
java,linked,dataset_1000.txt,1000,2,38333,161584,101959,45250,5,494224
java,linked,dataset_1000.txt,1000,3,45541,161250,102334,51000,5,494224
java,linked,dataset_1000.txt,1000,4,39875,159042,102416,46000,5,494224
java,linked,dataset_1000.txt,1000,5,37417,114459,102167,45291,5,494224
java,linked,dataset_1000.txt,1000,6,31792,35375,102500,45291,5,494224
java,linked,dataset_1000.txt,1000,7,33042,35333,28375,40375,5,494224
java,linked,dataset_1000.txt,1000,8,32417,35458,22958,40875,5,494224
java,linked,dataset_1000.txt,1000,9,31750,38583,22416,57292,5,494224
