language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
java,array,dataset_5000.txt,5000,0,140834,70208,680708,203709,25,12372368
java,array,dataset_5000.txt,5000,1,145250,73458,72458,198958,25,12372368
java,array,dataset_5000.txt,5000,2,151500,78584,72250,194708,25,12372368
java,array,dataset_5000.txt,5000,3,150583,71166,72958,199500,25,12372368
java,array,dataset_5000.txt,5000,4,156791,71458,72542,216375,25,12372368
java,array,dataset_5000.txt,5000,5,71750,73625,74542,43208,25,12372368
java,array,dataset_5000.txt,5000,6,73333,68041,71417,33625,25,12372368
java,array,dataset_5000.txt,5000,7,78459,68000,70500,34917,25,12372368
java,array,dataset_5000.txt,5000,8,59833,68208,70292,35166,25,12372368
java,array,dataset_5000.txt,5000,9,106167,68375,70292,48292,25,12372368
