language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
python,linked,dataset_25000.txt,25000,0,3359666,125136167,89090667,700542,125,309332911
python,linked,dataset_25000.txt,25000,1,3472083,121571958,89320542,727000,125,309332911
python,linked,dataset_25000.txt,25000,2,3372667,121015167,88947084,749583,125,309332911
python,linked,dataset_25000.txt,25000,3,3357458,121743375,89723250,765083,125,309332911
python,linked,dataset_25000.txt,25000,4,3414209,123953375,89861167,734334,125,309332911
python,linked,dataset_25000.txt,25000,5,3375375,122102542,89989000,751542,125,309332911
python,linked,dataset_25000.txt,25000,6,3464333,127169083,91528916,730166,125,309332911
python,linked,dataset_25000.txt,25000,7,4879916,121978166,89237208,742042,125,309332911
python,linked,dataset_25000.txt,25000,8,3457375,140671334,127598125,886959,125,309332911
python,linked,dataset_25000.txt,25000,9,7063250,168097125,103149625,824000,125,309332911
