language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
python,hash,dataset_25000.txt,25000,0,415584,10500,10208,108125,125,309332911
python,hash,dataset_25000.txt,25000,1,442500,10083,9875,106584,125,309332911
python,hash,dataset_25000.txt,25000,2,424792,9958,9542,106292,125,309332911
python,hash,dataset_25000.txt,25000,3,430250,10250,9791,109917,125,309332911
python,hash,dataset_25000.txt,25000,4,403042,9875,9458,106167,125,309332911
python,hash,dataset_25000.txt,25000,5,437542,9708,9584,102958,125,309332911
python,hash,dataset_25000.txt,25000,6,389333,9250,8958,102333,125,309332911
python,hash,dataset_25000.txt,25000,7,434084,9833,11959,109292,125,309332911
python,hash,dataset_25000.txt,25000,8,417833,9708,9625,106041,125,309332911
python,hash,dataset_25000.txt,25000,9,414417,10292,9583,107084,125,309332911
