language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,hash,dataset_25000.txt,25000,0,367917,833,5333,29834,125,309332911
cpp,hash,dataset_25000.txt,25000,1,357334,833,5000,28875,125,309332911
cpp,hash,dataset_25000.txt,25000,2,368250,750,5084,31125,125,309332911
cpp,hash,dataset_25000.txt,25000,3,363625,875,5375,32125,125,309332911
cpp,hash,dataset_25000.txt,25000,4,368625,959,5500,29958,125,309332911
cpp,hash,dataset_25000.txt,25000,5,357333,750,5000,30167,125,309332911
cpp,hash,dataset_25000.txt,25000,6,366125,750,5042,29375,125,309332911
cpp,hash,dataset_25000.txt,25000,7,366750,708,5125,29250,125,309332911
cpp,hash,dataset_25000.txt,25000,8,387583,708,4792,28916,125,309332911
cpp,hash,dataset_25000.txt,25000,9,370417,750,4833,29167,125,309332911
