language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
python,linked,dataset_10000.txt,10000,0,1315292,20324583,28983417,315333,50,49520689
python,linked,dataset_10000.txt,10000,1,1393333,21029500,13912583,314000,50,49520689
python,linked,dataset_10000.txt,10000,2,1473750,20682583,13654958,289458,50,49520689
python,linked,dataset_10000.txt,10000,3,1297250,20511792,13507792,282875,50,49520689
python,linked,dataset_10000.txt,10000,4,1539625,20253375,13425583,300000,50,49520689
python,linked,dataset_10000.txt,10000,5,1289375,20360833,13589667,303500,50,49520689
python,linked,dataset_10000.txt,10000,6,1296000,20341459,13506208,286167,50,49520689
python,linked,dataset_10000.txt,10000,7,1359083,20236209,13552167,291666,50,49520689
python,linked,dataset_10000.txt,10000,8,1293125,20624792,13516625,281209,50,49520689
python,linked,dataset_10000.txt,10000,9,1463666,20629292,13524125,280750,50,49520689
