language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
java,array,dataset_1000.txt,1000,0,36625,135958,91458,44083,5,494224
java,array,dataset_1000.txt,1000,1,37083,141333,95083,45167,5,494224
java,array,dataset_1000.txt,1000,2,42667,140542,93917,44250,5,494224
java,array,dataset_1000.txt,1000,3,38125,141125,93916,46250,5,494224
java,array,dataset_1000.txt,1000,4,35334,148959,94334,45584,5,494224
java,array,dataset_1000.txt,1000,5,33125,87917,94042,44750,5,494224
java,array,dataset_1000.txt,1000,6,31500,38292,96958,44083,5,494224
java,array,dataset_1000.txt,1000,7,29875,35750,31625,44084,5,494224
java,array,dataset_1000.txt,1000,8,29792,35916,26083,40792,5,494224
java,array,dataset_1000.txt,1000,9,30000,39000,25583,40375,5,494224
