language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
python,array,dataset_10000.txt,10000,0,16750,2603500,2529458,34625,50,49520689
python,array,dataset_10000.txt,10000,1,8292,2664500,2642750,31958,50,49520689
python,array,dataset_10000.txt,10000,2,17000,2572625,2421583,31625,50,49520689
python,array,dataset_10000.txt,10000,3,6917,2581083,2453834,31083,50,49520689
python,array,dataset_10000.txt,10000,4,7125,2674250,2663042,40042,50,49520689
python,array,dataset_10000.txt,10000,5,13917,2541333,2516333,30917,50,49520689
python,array,dataset_10000.txt,10000,6,6750,2553583,2492458,32042,50,49520689
python,array,dataset_10000.txt,10000,7,14166,2773542,2756917,32542,50,49520689
python,array,dataset_10000.txt,10000,8,18042,2548708,2539667,36917,50,49520689
python,array,dataset_10000.txt,10000,9,16625,2620250,2493792,33042,50,49520689
