language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
java,linked,dataset_25000.txt,25000,0,937083,10889542,6831875,185375,125,309332911
java,linked,dataset_25000.txt,25000,1,256042,10196083,6568000,156209,125,309332911
java,linked,dataset_25000.txt,25000,2,104167,9858625,6633750,70209,125,309332911
java,linked,dataset_25000.txt,25000,3,1185917,10435791,6896417,59333,125,309332911
java,linked,dataset_25000.txt,25000,4,92791,10066500,6572084,56250,125,309332911
java,linked,dataset_25000.txt,25000,5,139250,9925166,6524208,57542,125,309332911
java,linked,dataset_25000.txt,25000,6,121000,10152125,6772750,73291,125,309332911
java,linked,dataset_25000.txt,25000,7,1283416,9785000,6589125,57209,125,309332911
java,linked,dataset_25000.txt,25000,8,94084,9730625,6612708,52167,125,309332911
java,linked,dataset_25000.txt,25000,9,95666,9579125,6379000,49500,125,309332911
