language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
java,hash,dataset_5000.txt,5000,0,254875,8375,15000,249042,25,12372368
java,hash,dataset_5000.txt,5000,1,249917,11625,13667,214334,25,12372368
java,hash,dataset_5000.txt,5000,2,264125,5291,13375,214292,25,12372368
java,hash,dataset_5000.txt,5000,3,242791,3458,9584,211417,25,12372368
java,hash,dataset_5000.txt,5000,4,250375,3125,3000,218541,25,12372368
java,hash,dataset_5000.txt,5000,5,1024667,5041,5625,60417,25,12372368
java,hash,dataset_5000.txt,5000,6,122667,1292,1958,46250,25,12372368
java,hash,dataset_5000.txt,5000,7,119917,1375,1834,47584,25,12372368
java,hash,dataset_5000.txt,5000,8,122708,1250,1500,45542,25,12372368
java,hash,dataset_5000.txt,5000,9,75458,1416,1500,45500,25,12372368
