language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,linked,dataset_25000.txt,25000,0,289416,5729459,3793625,29208,125,309332911
cpp,linked,dataset_25000.txt,25000,1,290000,6312417,3889750,31500,125,309332911
cpp,linked,dataset_25000.txt,25000,2,289167,6462958,3985167,38875,125,309332911
cpp,linked,dataset_25000.txt,25000,3,289416,5902208,3903334,30000,125,309332911
cpp,linked,dataset_25000.txt,25000,4,289334,6068709,3877917,29208,125,309332911
cpp,linked,dataset_25000.txt,25000,5,289625,5680625,3822916,29334,125,309332911
cpp,linked,dataset_25000.txt,25000,6,289250,6166875,3822708,29709,125,309332911
cpp,linked,dataset_25000.txt,25000,7,297042,5507625,3762875,28542,125,309332911
cpp,linked,dataset_25000.txt,25000,8,300333,5975208,3809958,28542,125,309332911
cpp,linked,dataset_25000.txt,25000,9,289625,6037917,3806375,29125,125,309332911
