language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,linked,dataset_10000.txt,10000,0,118208,1075833,684083,14375,50,49520689
cpp,linked,dataset_10000.txt,10000,1,116000,940042,696875,11583,50,49520689
cpp,linked,dataset_10000.txt,10000,2,115792,923041,658834,12458,50,49520689
cpp,linked,dataset_10000.txt,10000,3,123083,1127125,651167,19291,50,49520689
cpp,linked,dataset_10000.txt,10000,4,159250,1136750,636916,12792,50,49520689
cpp,linked,dataset_10000.txt,10000,5,123042,972458,673042,12666,50,49520689
cpp,linked,dataset_10000.txt,10000,6,118667,931166,567417,11541,50,49520689
cpp,linked,dataset_10000.txt,10000,7,115875,946792,626709,12625,50,49520689
cpp,linked,dataset_10000.txt,10000,8,121291,1058709,567167,11333,50,49520689
cpp,linked,dataset_10000.txt,10000,9,115458,914833,566917,11500,50,49520689
