language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
python,linked,dataset_5000.txt,5000,0,614833,4613334,3492084,155417,25,12372368
python,linked,dataset_5000.txt,5000,1,613667,4592708,3463500,147042,25,12372368
python,linked,dataset_5000.txt,5000,2,630458,4578916,3455084,141500,25,12372368
python,linked,dataset_5000.txt,5000,3,616542,4515375,3477041,157542,25,12372368
python,linked,dataset_5000.txt,5000,4,631666,4530167,3434875,143791,25,12372368
python,linked,dataset_5000.txt,5000,5,616458,4497167,3520292,145666,25,12372368
python,linked,dataset_5000.txt,5000,6,617875,4549458,3423167,147417,25,12372368
python,linked,dataset_5000.txt,5000,7,619083,4563625,3573292,158125,25,12372368
python,linked,dataset_5000.txt,5000,8,619250,4488125,3481375,143666,25,12372368
python,linked,dataset_5000.txt,5000,9,620208,4508542,3587000,142042,25,12372368
