language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,hash,dataset_5000.txt,5000,0,69667,167,959,5709,25,12372368
cpp,hash,dataset_5000.txt,5000,1,69417,167,875,5708,25,12372368
cpp,hash,dataset_5000.txt,5000,2,107250,167,958,6292,25,12372368
cpp,hash,dataset_5000.txt,5000,3,73209,166,1000,6125,25,12372368
cpp,hash,dataset_5000.txt,5000,4,73250,167,916,6083,25,12372368
cpp,hash,dataset_5000.txt,5000,5,77042,166,959,6208,25,12372368
cpp,hash,dataset_5000.txt,5000,6,73292,166,1000,6125,25,12372368
cpp,hash,dataset_5000.txt,5000,7,73417,125,959,6084,25,12372368
cpp,hash,dataset_5000.txt,5000,8,70250,125,917,5792,25,12372368
cpp,hash,dataset_5000.txt,5000,9,69458,167,917,5958,25,12372368
