language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,array,dataset_25000.txt,25000,0,1917,1391166,1105959,958,125,309332911
cpp,array,dataset_25000.txt,25000,1,2042,1382500,1102750,959,125,309332911
cpp,array,dataset_25000.txt,25000,2,1958,1382458,1103000,916,125,309332911
cpp,array,dataset_25000.txt,25000,3,1917,1386166,1102667,916,125,309332911
cpp,array,dataset_25000.txt,25000,4,1916,1389542,1114292,917,125,309332911
cpp,array,dataset_25000.txt,25000,5,2375,1402666,1113833,917,125,309332911
cpp,array,dataset_25000.txt,25000,6,2458,1385792,1106000,917,125,309332911
cpp,array,dataset_25000.txt,25000,7,1958,1408333,1102834,916,125,309332911
cpp,array,dataset_25000.txt,25000,8,2125,1384833,1123000,916,125,309332911
cpp,array,dataset_25000.txt,25000,9,2125,1382959,1102834,916,125,309332911
