language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
cpp,array,dataset_5000.txt,5000,0,542,52667,43625,208,25,12372368
cpp,array,dataset_5000.txt,5000,1,250,52541,43584,208,25,12372368
cpp,array,dataset_5000.txt,5000,2,250,52541,43709,208,25,12372368
cpp,array,dataset_5000.txt,5000,3,250,52500,43541,167,25,12372368
cpp,array,dataset_5000.txt,5000,4,250,52500,43458,167,25,12372368
cpp,array,dataset_5000.txt,5000,5,250,52625,43625,167,25,12372368
cpp,array,dataset_5000.txt,5000,6,250,52625,43500,208,25,12372368
cpp,array,dataset_5000.txt,5000,7,250,52708,43542,166,25,12372368
cpp,array,dataset_5000.txt,5000,8,250,52625,43708,167,25,12372368
cpp,array,dataset_5000.txt,5000,9,250,52667,43625,208,25,12372368
