language,structure,dataset,n,repeat,insert_ns,search_ns,delete_ns,traverse_ns,hits,checksum
java,linked,dataset_5000.txt,5000,0,149292,363041,251542,188375,25,12372368
java,linked,dataset_5000.txt,5000,1,159375,375542,269584,201709,25,12372368
java,linked,dataset_5000.txt,5000,2,156750,384792,271458,200666,25,12372368
java,linked,dataset_5000.txt,5000,3,157875,371750,271709,206417,25,12372368
java,linked,dataset_5000.txt,5000,4,85000,372208,268666,52958,25,12372368
java,linked,dataset_5000.txt,5000,5,83000,370417,260167,37000,25,12372368
java,linked,dataset_5000.txt,5000,6,72250,370834,259041,41833,25,12372368
java,linked,dataset_5000.txt,5000,7,85875,357250,256291,32792,25,12372368
java,linked,dataset_5000.txt,5000,8,59875,359833,255875,33083,25,12372368
java,linked,dataset_5000.txt,5000,9,60875,359459,256208,34250,25,12372368
